	ID	GENE	ACC	Name	TMD	Start	End	TM protein	SIGNALp	MUT	Size	N-terminus	signalp_TM	signalp_noTM	Highlight
5069	GTR5_HUMAN	SLC2A5	P22732	GTR5_HUMAN_TRANSMEM6	TRANSMEM6	193	213	YES	0	0	5	Extracellular	0.246	0.282	NO
5070	GTR5_HUMAN	SLC2A5	P22732	GTR5_HUMAN_TRANSMEM7	TRANSMEM7	278	298	YES	0	0	5	Cytoplasmic	0.471	0.519	YES
5071	GTR5_HUMAN	SLC2A5	P22732	GTR5_HUMAN_TRANSMEM8	TRANSMEM8	314	334	YES	0	0	5	Extracellular	0.15	0.535	YES
5072	GTR5_HUMAN	SLC2A5	P22732	GTR5_HUMAN_TRANSMEM9	TRANSMEM9	343	363	YES	0	0	5	Cytoplasmic	0.583	0.779	NO
5073	GTR5_HUMAN	SLC2A5	P22732	GTR5_HUMAN_TRANSMEM10	TRANSMEM10	372	394	YES	0	0	5	Extracellular	0.28	0.298	NO
5074	GTR5_HUMAN	SLC2A5	P22732	GTR5_HUMAN_TRANSMEM11	TRANSMEM11	413	433	YES	0	0	5	Cytoplasmic	0.21	0.544	YES
5075	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM2	TRANSMEM2	82	102	YES	0	0	5	Extracellular	0.319	0.492	NO
5076	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM3	TRANSMEM3	112	132	YES	0	0	5	Cytoplasmic	0.252	0.378	NO
5077	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM4	TRANSMEM4	141	161	YES	0	0	5	Extracellular	0.207	0.242	NO
5078	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM5	TRANSMEM5	169	189	YES	0	0	5	Cytoplasmic	0.244	0.5	YES
5079	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM6	TRANSMEM6	195	215	YES	0	0	5	Extracellular	0.234	0.31	NO
5080	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM7	TRANSMEM7	290	310	YES	0	0	5	Cytoplasmic	0.194	0.214	NO
5081	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM8	TRANSMEM8	315	335	YES	0	0	5	Extracellular	0.24	0.411	NO
5082	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM9	TRANSMEM9	340	360	YES	0	0	5	Cytoplasmic	0.439	0.738	YES
5083	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM10	TRANSMEM10	396	416	YES	0	0	5	Extracellular	0.331	0.635	YES
5084	GTR6_HUMAN	SLC2A6	Q9UGQ3	GTR6_HUMAN_TRANSMEM11	TRANSMEM11	436	456	YES	0	0	5	Cytoplasmic	0.316	0.617	YES
5085	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM2	TRANSMEM2	79	99	YES	0	0	5	Extracellular	0.265	0.338	NO
5086	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM3	TRANSMEM3	108	128	YES	0	0	5	Cytoplasmic	0.426	0.608	YES
5087	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM4	TRANSMEM4	139	159	YES	0	0	5	Extracellular	0.177	0.216	NO
5088	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM5	TRANSMEM5	173	193	YES	0	0	5	Cytoplasmic	0.333	0.412	NO
5089	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM6	TRANSMEM6	199	219	YES	0	0	5	Extracellular	0.262	0.293	NO
5090	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM7	TRANSMEM7	282	302	YES	0	0	5	Cytoplasmic	0.499	0.572	YES
5091	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM8	TRANSMEM8	322	342	YES	0	0	5	Extracellular	0.188	0.259	NO
5092	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM9	TRANSMEM9	351	371	YES	0	0	5	Cytoplasmic	0.208	0.303	NO
5093	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM10	TRANSMEM10	380	400	YES	0	0	5	Extracellular	0.219	0.219	NO
5094	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM11	TRANSMEM11	416	436	YES	0	0	5	Cytoplasmic	0.219	0.296	NO
5095	GTR7_HUMAN	SLC2A7	Q6PXP3	GTR7_HUMAN_TRANSMEM12	TRANSMEM12	446	466	YES	0	0	5	Extracellular	0.301	0.575	YES
5096	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM2	TRANSMEM2	71	91	YES	0	0	5	Extracellular	0.372	0.624	YES
5097	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM3	TRANSMEM3	97	117	YES	0	0	5	Cytoplasmic	0.36	0.527	YES
5098	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM4	TRANSMEM4	128	148	YES	0	0	5	Extracellular	0.25	0.318	NO
5099	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM5	TRANSMEM5	157	177	YES	0	0	5	Cytoplasmic	0.171	0.504	YES
5100	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM6	TRANSMEM6	183	203	YES	0	0	5	Extracellular	0.274	0.32	NO
5101	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM7	TRANSMEM7	257	277	YES	0	0	5	Cytoplasmic	0.447	0.509	YES
5102	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM8	TRANSMEM8	293	313	YES	0	0	5	Extracellular	0.29	0.527	YES
5103	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM9	TRANSMEM9	320	340	YES	0	0	5	Cytoplasmic	0.43	0.585	YES
5104	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM10	TRANSMEM10	368	388	YES	0	0	5	Extracellular	0.317	0.706	YES
5105	GTR8_HUMAN	SLC2A8	Q9NY64	GTR8_HUMAN_TRANSMEM11	TRANSMEM11	405	425	YES	0	0	5	Cytoplasmic	0.22	0.385	NO
5106	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM2	TRANSMEM2	108	128	YES	0	5	5	Extracellular	0.207	0.512	YES
5107	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM3	TRANSMEM3	141	161	YES	0	5	5	Cytoplasmic	0.46	0.593	YES
5108	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM4	TRANSMEM4	172	192	YES	0	5	5	Extracellular	0.178	0.197	NO
5109	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM5	TRANSMEM5	201	221	YES	0	5	5	Cytoplasmic	0.349	0.509	YES
5110	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM6	TRANSMEM6	232	252	YES	0	5	5	Extracellular	0.243	0.267	NO
5111	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM7	TRANSMEM7	317	337	YES	0	5	5	Cytoplasmic	0.229	0.301	NO
5112	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM8	TRANSMEM8	355	375	YES	0	5	5	Extracellular	0.147	0.246	NO
5113	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM9	TRANSMEM9	382	402	YES	0	5	5	Cytoplasmic	0.297	0.493	NO
5114	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM10	TRANSMEM10	416	436	YES	0	5	5	Extracellular	0.251	0.279	NO
5115	GTR9_HUMAN	SLC2A9	Q9NRM0	GTR9_HUMAN_TRANSMEM11	TRANSMEM11	452	472	YES	0	5	5	Cytoplasmic	0.238	0.29	NO
5116	GTSC1_HUMAN	GTSCR1	Q86UQ5	GTSC1_HUMAN_TRANSMEM1	TRANSMEM1	73	93	YES	0	0	5	Other	0.527	0.834	YES
5117	GUC2C_HUMAN	GUCY2C	P25092	GUC2C_HUMAN_TRANSMEM1	TRANSMEM1	431	454	YES	1	2	5	Extracellular	0.176	0.392	NO
5118	GUC2D_HUMAN	GUCY2D	Q02846	GUC2D_HUMAN_TRANSMEM1	TRANSMEM1	463	487	YES	1	31	5	Extracellular	0.358	0.623	YES
5119	GUC2F_HUMAN	GUCY2F	P51841	GUC2F_HUMAN_TRANSMEM1	TRANSMEM1	468	490	YES	1	0	5	Extracellular	0.423	0.665	YES
5120	HACD1_HUMAN	HACD1	B0YJ81	HACD1_HUMAN_TRANSMEM1	TRANSMEM1	76	95	YES	0	0	5	Cytoplasmic	0.199	0.331	NO
5121	HACD1_HUMAN	HACD1	B0YJ81	HACD1_HUMAN_TRANSMEM2	TRANSMEM2	115	131	YES	0	0	5	Lumenal	0.328	0.446	NO
5122	HACD1_HUMAN	HACD1	B0YJ81	HACD1_HUMAN_TRANSMEM3	TRANSMEM3	142	159	YES	0	0	5	Cytoplasmic	0.227	0.245	NO
5123	HACD1_HUMAN	HACD1	B0YJ81	HACD1_HUMAN_TRANSMEM4	TRANSMEM4	166	180	YES	0	0	5	Lumenal	0.17	0.231	NO
5124	HACD1_HUMAN	HACD1	B0YJ81	HACD1_HUMAN_TRANSMEM5	TRANSMEM5	204	221	YES	0	0	5	Cytoplasmic	0.192	0.242	NO
5125	HACD2_HUMAN	HACD2	Q6Y1H2	HACD2_HUMAN_TRANSMEM2	TRANSMEM2	80	97	YES	0	0	5	Lumenal	0.326	0.403	NO
5126	HACD2_HUMAN	HACD2	Q6Y1H2	HACD2_HUMAN_TRANSMEM3	TRANSMEM3	108	125	YES	0	0	5	Cytoplasmic	0.403	0.421	NO
5127	HACD2_HUMAN	HACD2	Q6Y1H2	HACD2_HUMAN_TRANSMEM4	TRANSMEM4	131	146	YES	0	0	5	Lumenal	0.129	0.281	NO
5128	HACD2_HUMAN	HACD2	Q6Y1H2	HACD2_HUMAN_TRANSMEM5	TRANSMEM5	170	187	YES	0	0	5	Cytoplasmic	0.209	0.252	NO
5129	HACD3_HUMAN	HACD3	Q9P035	HACD3_HUMAN_TRANSMEM1	TRANSMEM1	150	170	YES	0	0	5	Cytoplasmic	0.197	0.31	NO
5130	HACD3_HUMAN	HACD3	Q9P035	HACD3_HUMAN_TRANSMEM2	TRANSMEM2	186	207	YES	0	0	5	Lumenal	0.335	0.296	NO
5131	HACD3_HUMAN	HACD3	Q9P035	HACD3_HUMAN_TRANSMEM3	TRANSMEM3	218	235	YES	0	0	5	Cytoplasmic	0.21	0.271	NO
5132	HACD3_HUMAN	HACD3	Q9P035	HACD3_HUMAN_TRANSMEM4	TRANSMEM4	242	256	YES	0	0	5	Lumenal	0.172	0.28	NO
5133	HACD3_HUMAN	HACD3	Q9P035	HACD3_HUMAN_TRANSMEM5	TRANSMEM5	280	298	YES	0	0	5	Cytoplasmic	0.328	0.369	NO
5134	HACD4_HUMAN	HACD4	Q5VWC8	HACD4_HUMAN_TRANSMEM2	TRANSMEM2	57	77	YES	0	0	5	Lumenal	0.227	0.267	NO
5135	HACD4_HUMAN	HACD4	Q5VWC8	HACD4_HUMAN_TRANSMEM3	TRANSMEM3	113	133	YES	0	0	5	Cytoplasmic	0.336	0.558	YES
5136	HACD4_HUMAN	HACD4	Q5VWC8	HACD4_HUMAN_TRANSMEM4	TRANSMEM4	136	156	YES	0	0	5	Lumenal	0.323	0.501	YES
5137	HACD4_HUMAN	HACD4	Q5VWC8	HACD4_HUMAN_TRANSMEM5	TRANSMEM5	158	178	YES	0	0	5	Cytoplasmic	0.151	0.15	NO
5138	HAVR1_HUMAN	HAVCR1	Q96D42	HAVR1_HUMAN_TRANSMEM1	TRANSMEM1	296	316	YES	1	0	5	Extracellular	0.446	0.873	YES
5139	HAVR2_HUMAN	HAVCR2	Q8TDQ0	HAVR2_HUMAN_TRANSMEM1	TRANSMEM1	203	223	YES	1	3	5	Extracellular	0.202	0.471	NO
5140	HBEGF_HUMAN	HBEGF	Q99075	HBEGF_HUMAN_TRANSMEM1	TRANSMEM1	161	184	YES	1	0	5	Extracellular	0.111	0.276	NO
5141	HCAR1_HUMAN	HCAR1	Q9BXC0	HCAR1_HUMAN_TRANSMEM2	TRANSMEM2	50	70	YES	0	0	5	Cytoplasmic	0.213	0.356	NO
5142	HCAR1_HUMAN	HCAR1	Q9BXC0	HCAR1_HUMAN_TRANSMEM3	TRANSMEM3	90	110	YES	0	0	5	Extracellular	0.261	0.362	NO
5143	HCAR1_HUMAN	HCAR1	Q9BXC0	HCAR1_HUMAN_TRANSMEM4	TRANSMEM4	131	151	YES	0	0	5	Cytoplasmic	0.299	0.405	NO
5144	HCAR1_HUMAN	HCAR1	Q9BXC0	HCAR1_HUMAN_TRANSMEM5	TRANSMEM5	183	203	YES	0	0	5	Extracellular	0.377	0.598	YES
5145	HCAR1_HUMAN	HCAR1	Q9BXC0	HCAR1_HUMAN_TRANSMEM6	TRANSMEM6	221	241	YES	0	0	5	Cytoplasmic	0.568	0.793	NO
5146	HCAR1_HUMAN	HCAR1	Q9BXC0	HCAR1_HUMAN_TRANSMEM7	TRANSMEM7	262	281	YES	0	0	5	Extracellular	0.146	0.123	NO
5147	HCAR2_HUMAN	HCAR2	Q8TDS4	HCAR2_HUMAN_TRANSMEM2	TRANSMEM2	64	84	YES	0	0	5	Cytoplasmic	0.222	0.402	NO
5148	HCAR2_HUMAN	HCAR2	Q8TDS4	HCAR2_HUMAN_TRANSMEM3	TRANSMEM3	103	123	YES	0	0	5	Extracellular	0.194	0.245	NO
5149	HCAR2_HUMAN	HCAR2	Q8TDS4	HCAR2_HUMAN_TRANSMEM4	TRANSMEM4	143	163	YES	0	0	5	Cytoplasmic	0.313	0.505	YES
5150	HCAR2_HUMAN	HCAR2	Q8TDS4	HCAR2_HUMAN_TRANSMEM5	TRANSMEM5	193	213	YES	0	0	5	Extracellular	0.408	0.773	YES
5151	HCAR2_HUMAN	HCAR2	Q8TDS4	HCAR2_HUMAN_TRANSMEM6	TRANSMEM6	230	250	YES	0	0	5	Cytoplasmic	0.198	0.668	YES
5152	HCAR2_HUMAN	HCAR2	Q8TDS4	HCAR2_HUMAN_TRANSMEM7	TRANSMEM7	274	294	YES	0	0	5	Extracellular	0.222	0.238	NO
5153	HCAR3_HUMAN	HCAR3	P49019	HCAR3_HUMAN_TRANSMEM2	TRANSMEM2	64	85	YES	0	0	5	Cytoplasmic	0.231	0.471	NO
5154	HCAR3_HUMAN	HCAR3	P49019	HCAR3_HUMAN_TRANSMEM3	TRANSMEM3	103	123	YES	0	0	5	Extracellular	0.175	0.29	NO
5155	HCAR3_HUMAN	HCAR3	P49019	HCAR3_HUMAN_TRANSMEM4	TRANSMEM4	143	163	YES	0	0	5	Cytoplasmic	0.304	0.507	YES
5156	HCAR3_HUMAN	HCAR3	P49019	HCAR3_HUMAN_TRANSMEM5	TRANSMEM5	195	209	YES	0	0	5	Extracellular	0.298	0.512	YES
5157	HCAR3_HUMAN	HCAR3	P49019	HCAR3_HUMAN_TRANSMEM6	TRANSMEM6	237	256	YES	0	0	5	Cytoplasmic	0.277	0.436	NO
5158	HCAR3_HUMAN	HCAR3	P49019	HCAR3_HUMAN_TRANSMEM7	TRANSMEM7	274	298	YES	0	0	5	Extracellular	0.221	0.238	NO
5159	HCN1_HUMAN	HCN1	O60741	HCN1_HUMAN_TRANSMEM1	TRANSMEM1	143	164	YES	0	8	5	Cytoplasmic	0.2	0.357	NO
5160	HCN1_HUMAN	HCN1	O60741	HCN1_HUMAN_TRANSMEM2	TRANSMEM2	174	194	YES	0	8	5	Extracellular	0.205	0.237	NO
5161	HCN1_HUMAN	HCN1	O60741	HCN1_HUMAN_TRANSMEM3	TRANSMEM3	216	236	YES	0	8	5	Cytoplasmic	0.13	0.16	NO
5162	HCN1_HUMAN	HCN1	O60741	HCN1_HUMAN_TRANSMEM4	TRANSMEM4	261	281	YES	0	8	5	Extracellular	0.201	0.289	NO
5163	HCN1_HUMAN	HCN1	O60741	HCN1_HUMAN_TRANSMEM5	TRANSMEM5	296	318	YES	0	8	5	Cytoplasmic	0.628	0.773	NO
5164	HCN1_HUMAN	HCN1	O60741	HCN1_HUMAN_TRANSMEM6	TRANSMEM6	372	392	YES	0	8	5	Extracellular	0.347	0.5	YES
5165	HCN2_HUMAN	HCN2	Q9UL51	HCN2_HUMAN_TRANSMEM1	TRANSMEM1	216	236	YES	0	0	5	Cytoplasmic	0.314	0.417	NO
5166	HCN2_HUMAN	HCN2	Q9UL51	HCN2_HUMAN_TRANSMEM2	TRANSMEM2	241	261	YES	0	0	5	Extracellular	0.202	0.262	NO
5167	HCN2_HUMAN	HCN2	Q9UL51	HCN2_HUMAN_TRANSMEM3	TRANSMEM3	289	309	YES	0	0	5	Cytoplasmic	0.129	0.181	NO
5168	HCN2_HUMAN	HCN2	Q9UL51	HCN2_HUMAN_TRANSMEM4	TRANSMEM4	318	338	YES	0	0	5	Extracellular	0.212	0.298	NO
5169	HCN2_HUMAN	HCN2	Q9UL51	HCN2_HUMAN_TRANSMEM5	TRANSMEM5	370	390	YES	0	0	5	Cytoplasmic	0.548	0.636	YES
5170	HCN2_HUMAN	HCN2	Q9UL51	HCN2_HUMAN_TRANSMEM6	TRANSMEM6	441	461	YES	0	0	5	Extracellular	0.346	0.529	YES
5171	HCN3_HUMAN	HCN3	Q9P1Z3	HCN3_HUMAN_TRANSMEM1	TRANSMEM1	98	118	YES	0	0	5	Cytoplasmic	0.32	0.387	NO
5172	HCN3_HUMAN	HCN3	Q9P1Z3	HCN3_HUMAN_TRANSMEM2	TRANSMEM2	125	145	YES	0	0	5	Extracellular	0.227	0.331	NO
5173	HCN3_HUMAN	HCN3	Q9P1Z3	HCN3_HUMAN_TRANSMEM3	TRANSMEM3	172	192	YES	0	0	5	Cytoplasmic	0.168	0.21	NO
5174	HCN3_HUMAN	HCN3	Q9P1Z3	HCN3_HUMAN_TRANSMEM4	TRANSMEM4	202	222	YES	0	0	5	Extracellular	0.211	0.297	NO
5175	HCN3_HUMAN	HCN3	Q9P1Z3	HCN3_HUMAN_TRANSMEM5	TRANSMEM5	254	274	YES	0	0	5	Cytoplasmic	0.579	0.658	NO
5176	HCN3_HUMAN	HCN3	Q9P1Z3	HCN3_HUMAN_TRANSMEM6	TRANSMEM6	330	350	YES	0	0	5	Extracellular	0.391	0.429	NO
5177	HCN4_HUMAN	HCN4	Q9Y3Q4	HCN4_HUMAN_TRANSMEM1	TRANSMEM1	267	287	YES	0	3	5	Cytoplasmic	0.33	0.447	NO
5178	HCN4_HUMAN	HCN4	Q9Y3Q4	HCN4_HUMAN_TRANSMEM2	TRANSMEM2	294	314	YES	0	3	5	Extracellular	0.217	0.31	NO
5179	HCN4_HUMAN	HCN4	Q9Y3Q4	HCN4_HUMAN_TRANSMEM3	TRANSMEM3	341	361	YES	0	3	5	Cytoplasmic	0.144	0.171	NO
5180	HCN4_HUMAN	HCN4	Q9Y3Q4	HCN4_HUMAN_TRANSMEM4	TRANSMEM4	369	389	YES	0	3	5	Extracellular	0.211	0.298	NO
5181	HCN4_HUMAN	HCN4	Q9Y3Q4	HCN4_HUMAN_TRANSMEM5	TRANSMEM5	421	441	YES	0	3	5	Cytoplasmic	0.584	0.658	NO
5182	HCN4_HUMAN	HCN4	Q9Y3Q4	HCN4_HUMAN_TRANSMEM6	TRANSMEM6	497	517	YES	0	3	5	Extracellular	0.394	0.43	NO
5183	HECA2_HUMAN	HEPACAM2	A8MVW5	HECA2_HUMAN_TRANSMEM1	TRANSMEM1	352	372	YES	1	0	5	Other	0.317	0.486	NO
5184	HECAM_HUMAN	HEPACAM	Q14CZ8	HECAM_HUMAN_TRANSMEM1	TRANSMEM1	241	261	YES	1	12	5	Extracellular	0.409	0.579	YES
5185	HECD4_HUMAN	HECTD4	Q9Y4D8	HECD4_HUMAN_TRANSMEM1	TRANSMEM1	282	302	YES	0	0	5	Other	0.245	0.32	NO
5186	HEG1_HUMAN	HEG1	Q9ULI3	HEG1_HUMAN_TRANSMEM1	TRANSMEM1	1249	1269	YES	1	0	5	Extracellular	0.23	0.426	NO
5187	HEPH_HUMAN	HEPH	Q9BQS7	HEPH_HUMAN_TRANSMEM1	TRANSMEM1	1111	1131	YES	1	0	5	Extracellular	0.119	0.618	YES
5188	HERP1_HUMAN	HERPUD1	Q15011	HERP1_HUMAN_TRANSMEM1	TRANSMEM1	264	284	YES	0	0	5	Cytoplasmic	0.19	0.437	NO
5189	HERP1_HUMAN	HERPUD1	Q15011	HERP1_HUMAN_TRANSMEM2	TRANSMEM2	290	310	YES	0	0	5	Lumenal	0.267	0.319	NO
5190	HERP2_HUMAN	HERPUD2	Q9BSE4	HERP2_HUMAN_TRANSMEM1	TRANSMEM1	302	322	YES	0	0	5	Other	0.412	0.491	NO
5191	HFE_HUMAN	HFE	Q30201	HFE_HUMAN_TRANSMEM1	TRANSMEM1	307	330	YES	1	13	5	Extracellular	0.118	0.304	NO
5192	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM1	TRANSMEM1	191	211	YES	0	26	5	Other	0.221	0.602	YES
5193	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM2	TRANSMEM2	276	296	YES	0	26	5	Cytoplasmic	0.242	0.365	NO
5194	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM3	TRANSMEM3	303	323	YES	0	26	5	Other	0.181	0.313	NO
5195	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM4	TRANSMEM4	346	366	YES	0	26	5	Cytoplasmic	0.341	0.406	NO
5196	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM5	TRANSMEM5	375	395	YES	0	26	5	Other	0.306	0.367	NO
5197	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM6	TRANSMEM6	421	441	YES	0	26	5	Cytoplasmic	0.545	0.675	YES
5198	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM7	TRANSMEM7	501	521	YES	0	26	5	Other	0.292	0.416	NO
5199	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM8	TRANSMEM8	530	550	YES	0	26	5	Cytoplasmic	0.496	0.593	YES
5200	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM9	TRANSMEM9	565	585	YES	0	26	5	Other	0.345	0.698	YES
5201	HGNAT_HUMAN	HGSNAT	Q68CP4	HGNAT_HUMAN_TRANSMEM10	TRANSMEM10	593	613	YES	0	26	5	Cytoplasmic	0.146	0.187	NO
5202	HHATL_HUMAN	HHATL	Q9HCP6	HHATL_HUMAN_TRANSMEM2	TRANSMEM2	65	87	YES	0	0	5	Other	0.252	0.429	NO
5203	HHATL_HUMAN	HHATL	Q9HCP6	HHATL_HUMAN_TRANSMEM3	TRANSMEM3	100	122	YES	0	0	5	Other	0.205	0.56	YES
5204	HHATL_HUMAN	HHATL	Q9HCP6	HHATL_HUMAN_TRANSMEM4	TRANSMEM4	127	149	YES	0	0	5	Other	0.378	0.481	NO
5205	HHATL_HUMAN	HHATL	Q9HCP6	HHATL_HUMAN_TRANSMEM5	TRANSMEM5	251	273	YES	0	0	5	Other	0.16	0.264	NO
5206	HHATL_HUMAN	HHATL	Q9HCP6	HHATL_HUMAN_TRANSMEM6	TRANSMEM6	288	310	YES	0	0	5	Other	0.336	0.387	NO
5207	HHATL_HUMAN	HHATL	Q9HCP6	HHATL_HUMAN_TRANSMEM7	TRANSMEM7	429	446	YES	0	0	5	Other	0.241	0.307	NO
5208	HHAT_HUMAN	HHAT	Q5VTY9	HHAT_HUMAN_TRANSMEM2	TRANSMEM2	68	84	YES	0	0	5	Lumenal	0.495	0.622	YES
5209	HHAT_HUMAN	HHAT	Q5VTY9	HHAT_HUMAN_TRANSMEM3	TRANSMEM3	132	148	YES	0	0	5	Cytoplasmic	0.488	0.512	YES
5210	HHAT_HUMAN	HHAT	Q5VTY9	HHAT_HUMAN_TRANSMEM4	TRANSMEM4	163	183	YES	0	0	5	Lumenal	0.166	0.183	NO
5211	HHAT_HUMAN	HHAT	Q5VTY9	HHAT_HUMAN_TRANSMEM5	TRANSMEM5	244	271	YES	0	0	5	Cytoplasmic	0.305	0.595	YES
5212	HHAT_HUMAN	HHAT	Q5VTY9	HHAT_HUMAN_TRANSMEM6	TRANSMEM6	282	310	YES	0	0	5	Lumenal	0.172	0.363	NO
5213	HHAT_HUMAN	HHAT	Q5VTY9	HHAT_HUMAN_TRANSMEM7	TRANSMEM7	364	380	YES	0	0	5	Cytoplasmic	0.206	0.275	NO
5214	HHAT_HUMAN	HHAT	Q5VTY9	HHAT_HUMAN_TRANSMEM8	TRANSMEM8	384	399	YES	0	0	5	Lumenal	0.287	0.288	NO
5215	HHLA2_HUMAN	HHLA2	Q9UM44	HHLA2_HUMAN_TRANSMEM1	TRANSMEM1	345	365	YES	1	0	5	Other	0.694	0.858	NO
5216	HIDE1_HUMAN	HIDE1	A8MVS5	HIDE1_HUMAN_TRANSMEM1	TRANSMEM1	118	138	YES	1	0	5	Extracellular	0.237	0.485	NO
5217	HLAA_HUMAN	HLA-A	P04439	HLAA_HUMAN_TRANSMEM1	TRANSMEM1	309	332	YES	1	0	5	Extracellular	0.184	0.492	NO
5218	HLAB_HUMAN	HLA-B	P01889	HLAB_HUMAN_TRANSMEM1	TRANSMEM1	310	333	YES	1	0	5	Extracellular	0.16	0.467	NO
5219	HLAC_HUMAN	HLA-C	P10321	HLAC_HUMAN_TRANSMEM1	TRANSMEM1	309	333	YES	1	0	5	Extracellular	0.329	0.647	YES
5220	HLAE_HUMAN	HLA-E	P13747	HLAE_HUMAN_TRANSMEM1	TRANSMEM1	306	329	YES	1	0	5	Extracellular	0.173	0.446	NO
5221	HLAF_HUMAN	HLA-F	P30511	HLAF_HUMAN_TRANSMEM1	TRANSMEM1	306	329	YES	1	0	5	Extracellular	0.123	0.296	NO
5222	HLAG_HUMAN	HLA-G	P17693	HLAG_HUMAN_TRANSMEM1	TRANSMEM1	309	332	YES	1	0	5	Extracellular	0.113	0.261	NO
5223	HLAH_HUMAN	HLA-H	P01893	HLAH_HUMAN_TRANSMEM1	TRANSMEM1	309	332	YES	1	0	5	Extracellular	0.202	0.633	YES
5224	HM13_HUMAN	HM13	Q8TCT9	HM13_HUMAN_TRANSMEM2	TRANSMEM2	78	98	YES	0	0	5	Cytoplasmic	0.192	0.398	NO
5225	HM13_HUMAN	HM13	Q8TCT9	HM13_HUMAN_TRANSMEM3	TRANSMEM3	101	121	YES	0	0	5	Lumenal	0.396	0.565	YES
5226	HM13_HUMAN	HM13	Q8TCT9	HM13_HUMAN_TRANSMEM4	TRANSMEM4	158	178	YES	0	0	5	Cytoplasmic	0.164	0.225	NO
5227	HM13_HUMAN	HM13	Q8TCT9	HM13_HUMAN_TRANSMEM5	TRANSMEM5	182	202	YES	0	0	5	Lumenal	0.286	0.347	NO
